# date, icon, tech, link, link_txt cert
June 27 2023|images/logo/java.svg|Java Intermediate|https://www.sololearn.com/certificates/CC-VVYTTF1W|Sololearn|images/certs/java_intermediate.png
July 07 2023|images/logo/cpp.svg|C++ Intermediate|https://www.sololearn.com/certificates/CC-4HJLECHO|Sololearn|images/certs/cpp_intermediate.png
July 22 2026|images/logo/se.svg|IBM Intro Software Engineer|https://coursera.org/verify/N9PRRJ3596L2|Coursera|images/certs/intro_se.png
